score,story,tail_score,name,tail,tail_why,mmsi,flag,geartype,dep_port,n_pv,prior_30d,n_fish,gap_h,kn,km_calc,km_gfw,dkm,exact1dp,fish_start,src,vid,flag_calc,flag_gfw
0.0105,0.0476,0.22,YUEHUILAIYU43546,U43546,"wide glyph, wrong index, digits in tail",412466868,CHN,TRAWLERS,SHENQUAN,3,2,38,4.09,8.17,61.9,59.0,2.9,no,2023-09-05T18:25:39,trawler-slice,cac116212-2bdb-6862-5921-c2d2e5b00ffa,TFCCTF{412466868_shenquan_05.09.2023_06:25_PM_61.9},TFCCTF{412466868_shenquan_05.09.2023_06:25_PM_59.0}
0.0105,0.0262,0.4,ZHUWAN3991,AN3991,"wide glyph at index 1-2, digits in tail",412529248,CHN,TRAWLERS,HONGKONG,5,2,69,8.9,6.75,111.2,105.9,5.3,no,2023-09-04T21:05:12,trawler-slice,d1ebb2123-343c-c172-be61-dca3b7391f1d,TFCCTF{412529248_hongkong_04.09.2023_09:05_PM_111.2},TFCCTF{412529248_hongkong_04.09.2023_09:05_PM_105.9}
0.0104,0.0104,1.0,HARVEST KROTOA,KROTOA,wide glyph at index 1-2,601512000,ZAF,TRAWLERS,SALDANHA BAY,25,5,121,4.77,9.91,87.4,86.8,0.6,no,2023-09-01T20:51:09,trawler-slice,4da1fe675-5ec0-139d-ed51-1be43d70db98,TFCCTF{601512000_saldanha bay_01.09.2023_08:51_PM_87.4},TFCCTF{601512000_saldanha bay_01.09.2023_08:51_PM_86.8}
0.0104,0.0104,1.0,WILLIAM ROBERT,ROBERT,wide glyph at index 1-2,316036501,CAN,DRIFTING_LONGLINES,CANSO,10,6,64,16.75,7.13,221.2,223.4,2.2,no,2023-09-12T06:34:55,longline-slice,ec1dfaf6b-b893-82d1-098e-655e2bc0f584,TFCCTF{316036501_canso_12.09.2023_06:34_AM_221.2},TFCCTF{316036501_canso_12.09.2023_06:34_AM_223.4}
0.0101,0.0505,0.2,KALYGIR,ALYGIR,no wide glyph,273861000,RUS,TRAWLERS,MAGADAN,7,1,119,9.96,6.05,111.6,107.2,4.4,no,2023-09-01T00:32:09,trawler-slice,7f9b3b274-4133-0a37-b84d-3dbee7beb8a4,TFCCTF{273861000_magadan_01.09.2023_12:32_AM_111.6},TFCCTF{273861000_magadan_01.09.2023_12:32_AM_107.2}
0.0095,0.0095,1.0,MARIA GLORIA,GLORIA,wide glyph at index 1-2,701006341,ARG,TRAWLERS,MAR DEL PLATA,23,4,49,12.05,9.5,212.2,210.4,1.8,no,2023-09-01T10:49:30,trawler-slice,22ff4df68-8b03-446a-ad0e-c2fd833069a8,TFCCTF{701006341_mar del plata_01.09.2023_10:49_AM_212.2},TFCCTF{701006341_mar del plata_01.09.2023_10:49_AM_210.4}
0.0094,0.0425,0.22,YUEHUILAIYU43152,U43152,"wide glyph, wrong index, digits in tail",412466349,CHN,TRAWLERS,SHENQUAN,7,2,64,4.55,7.16,60.3,58.5,1.8,no,2023-09-06T04:53:33,trawler-slice,6cf6d5a63-35be-b762-3111-4025782f811c,TFCCTF{412466349_shenquan_06.09.2023_04:53_AM_60.3},TFCCTF{412466349_shenquan_06.09.2023_04:53_AM_58.5}
0.0093,0.0169,0.55,SIR ELDON, ELDON,"wide glyph, wrong index",316002570,CAN,TRAWLERS,MAKKOVIK,12,2,38,7.97,6.4,94.5,89.6,4.9,no,2023-09-02T06:54:19,trawler-slice,a85ba1411-1cb2-7e45-2bef-ba7a4373589c,TFCCTF{316002570_makkovik_02.09.2023_06:54_AM_94.5},TFCCTF{316002570_makkovik_02.09.2023_06:54_AM_89.6}
0.0092,0.0416,0.22,GUIHEYU32288,U32288,"wide glyph, wrong index, digits in tail",412502736,CHN,TRAWLERS,YANGJIANG,4,1,21,5.87,10.35,112.6,104.5,8.1,no,2023-09-05T11:06:18,trawler-slice,47a96b308-8691-cf2c-6521-df3f7f37563c,TFCCTF{412502736_yangjiang_05.09.2023_11:06_AM_112.6},TFCCTF{412502736_yangjiang_05.09.2023_11:06_AM_104.5}
0.0091,0.0165,0.55,ARGENOVA II,OVA II,"wide glyph, wrong index",701000546,ARG,TRAWLERS,PUERTO DESEADO,14,1,148,16.51,8.44,258.1,247.4,10.7,no,2023-09-04T06:13:20,trawler-slice,414df2e9f-f0ff-4fe6-6d10-dc84b522d937,TFCCTF{701000546_puerto deseado_04.09.2023_06:13_AM_258.1},TFCCTF{701000546_puerto deseado_04.09.2023_06:13_AM_247.4}
0.0089,0.0223,0.4,SHUNZE86,UNZE86,"wide glyph at index 1-2, digits in tail",412421145,CHN,SQUID_JIGGER,CALLAO,1,0,91,46.1,6.89,588.0,550.0,38.0,no,2023-09-11T23:31:16,agent8-fill,eb5d19961-13db-5acd-be39-5cfa35211e3c,TFCCTF{412421145_callao_11.09.2023_11:31_PM_588.0},TFCCTF{412421145_callao_11.09.2023_11:31_PM_550.0}
0.0088,0.0398,0.22,YUEXINHUIYU01236,U01236,"wide glyph, wrong index, digits in tail",412467374,CHN,TRAWLERS,ZHUHAI,11,1,52,8.04,8.56,127.5,131.7,4.2,no,2023-09-04T22:37:20,trawler-slice,613eaf567-745a-1094-7706-d183ab26306e,TFCCTF{412467374_zhuhai_04.09.2023_10:37_PM_127.5},TFCCTF{412467374_zhuhai_04.09.2023_10:37_PM_131.7}
0.0087,0.0087,1.0,F.V. OCEAN PIONEER,IONEER,wide glyph at index 1-2,512392000,NZL,TRAWLERS,BLUFF,16,1,101,38.59,7.03,502.7,491.1,11.6,no,2023-09-01T20:04:26,trawler-slice,41a98a2e0-0fbb-3d26-4b71-6d4266443a82,TFCCTF{512392000_bluff_01.09.2023_08:04_PM_502.7},TFCCTF{512392000_bluff_01.09.2023_08:04_PM_491.1}
0.0086,0.0389,0.22,YUEXINHUIYU01239,U01239,"wide glyph, wrong index, digits in tail",412462907,CHN,TRAWLERS,ZHUHAI,7,1,48,8.09,9.17,137.4,131.1,6.3,no,2023-09-04T19:08:16,trawler-slice,bf83c075d-d6fc-4c77-a17e-48dc7016eeed,TFCCTF{412462907_zhuhai_04.09.2023_07:08_PM_137.4},TFCCTF{412462907_zhuhai_04.09.2023_07:08_PM_131.1}
0.0085,0.0085,1.0,EARLY DAWN,Y DAWN,wide glyph at index 1-2,366940480,USA,FIXED_GEAR,DUTCH HARBOR,10,3,181,17.64,8.16,266.6,258.3,8.3,no,2023-09-02T15:58:38,agent8-fill,d633ba1b8-862d-cf25-f08c-4567898bddfb,TFCCTF{366940480_dutch harbor_02.09.2023_03:58_PM_266.6},TFCCTF{366940480_dutch harbor_02.09.2023_03:58_PM_258.3}
0.0085,0.0085,1.0,88 NAM IL,NAM IL,wide glyph at index 1-2,440081170,KOR,SET_GILLNETS,SEOGWIPO,13,4,89,6.23,7.39,85.3,89.8,4.5,no,2023-09-08T06:32:48,agent8-fill,767a72232-2306-e8e4-c91b-0881d5538fb8,TFCCTF{440081170_seogwipo_08.09.2023_06:32_AM_85.3},TFCCTF{440081170_seogwipo_08.09.2023_06:32_AM_89.8}
0.0085,0.0385,0.22,YUEHUILAIYU43572,U43572,"wide glyph, wrong index, digits in tail",412466522,CHN,NA,SHENQUAN,7,2,68,4.37,6.18,50.0,52.2,2.2,no,2023-09-06T05:17:44,agent8-fill,aee250329-95ca-955b-4e84-ac4b70a54409,TFCCTF{412466522_shenquan_06.09.2023_05:17_AM_50.0},TFCCTF{412466522_shenquan_06.09.2023_05:17_AM_52.2}
0.0084,0.0152,0.55,ARBUMASA X,MASA X,"wide glyph, wrong index",701000720,ARG,TRAWLERS,PUERTO DESEADO,14,3,110,13.84,9.24,236.9,234.3,2.6,no,2023-09-02T01:30:06,trawler-slice,57063c950-0272-9fea-9475-f0344f27438e,TFCCTF{701000720_puerto deseado_02.09.2023_01:30_AM_236.9},TFCCTF{701000720_puerto deseado_02.09.2023_01:30_AM_234.3}
0.0083,0.015,0.55,OCEAN KING,N KING,"wide glyph, wrong index",316003514,CAN,TRAWLERS,UCLUELET,20,3,16,7.91,6.45,94.5,96.1,1.6,no,2023-09-20T10:32:09,agent8-fill,fbf16abc8-8b7b-d62b-8f83-6d7b0f19e9c5,TFCCTF{316003514_ucluelet_20.09.2023_10:32_AM_94.5},TFCCTF{316003514_ucluelet_20.09.2023_10:32_AM_96.1}
0.0081,0.0148,0.55,OTTERBANK,ERBANK,"wide glyph, wrong index",659285000,NAM,TRAWLERS,WALVIS BAY,16,3,46,6.55,9.23,112.1,114.4,2.3,no,2023-09-03T05:25:33,trawler-slice,0780dd65b-bdad-65a8-3006-6b8e38ae4e48,TFCCTF{659285000_walvis bay_03.09.2023_05:25_AM_112.1},TFCCTF{659285000_walvis bay_03.09.2023_05:25_AM_114.4}
0.0081,0.037,0.22,MINXIAYU09729,U09729,"wide glyph, wrong index, digits in tail",412445046,CHN,SET_LONGLINES,NINGBO,3,3,92,6.33,8.09,94.9,92.7,2.2,no,2023-09-05T16:14:23,longline-slice,424dd630a-a358-ec7f-de55-0978ae97542f,TFCCTF{412445046_ningbo_05.09.2023_04:14_PM_94.9},TFCCTF{412445046_ningbo_05.09.2023_04:14_PM_92.7}
0.008,0.0146,0.55,MAXIMUS CASTRO,CASTRO,"wide glyph, wrong index",659388000,NAM,FISHING,WALVIS BAY,3,3,73,45.76,7.07,599.4,595.8,3.6,no,2023-09-29T08:05:02,longline-slice,8c9f2937c-c4f7-30b3-9a04-252ae5c5e0b4,TFCCTF{659388000_walvis bay_29.09.2023_08:05_AM_599.4},TFCCTF{659388000_walvis bay_29.09.2023_08:05_AM_595.8}
0.008,0.0365,0.22,IMULA 0967 CHW,67 CHW,"wide glyph, wrong index, digits in tail",417096732,LKA,DRIFTING_LONGLINES,COLOMBO,2,2,83,4.64,10.97,94.3,99.5,5.2,no,2023-09-21T02:33:33,longline-slice,cbe59d4be-ef27-af65-4c5a-7fef13b14c9d,TFCCTF{417096732_colombo_21.09.2023_02:33_AM_94.3},TFCCTF{417096732_colombo_21.09.2023_02:33_AM_99.5}
0.008,0.0365,0.22,IMULA 0813 CHW,13 CHW,"wide glyph, wrong index, digits in tail",417081332,LKA,DRIFTING_LONGLINES,COLOMBO,2,2,8,4.77,11.26,99.4,94.2,5.2,no,2023-09-22T04:51:34,longline-slice,7ceeb8012-211c-1d84-9960-37e1e9751da1,TFCCTF{417081332_colombo_22.09.2023_04:51_AM_99.4},TFCCTF{417081332_colombo_22.09.2023_04:51_AM_94.2}
0.0079,0.0357,0.22,YUEHUILAIYU43571,U43571,"wide glyph, wrong index, digits in tail",412466746,CHN,TRAWLERS,SHENQUAN,8,3,65,4.31,7.37,58.8,58.0,0.8,no,2023-09-06T04:33:11,trawler-slice,3b9d42b41-1d94-8035-3485-ec502ac36f1a,TFCCTF{412466746_shenquan_06.09.2023_04:33_AM_58.8},TFCCTF{412466746_shenquan_06.09.2023_04:33_AM_58.0}
0.0077,0.014,0.55,MISS LIANE, LIANE,"wide glyph, wrong index",338367084,USA,POLE_AND_LINE,BARNEGAT LIGHTHOUSE,19,6,2,8.06,8.78,131.0,131.0,0.0,yes,2023-09-07T15:49:03,agent8-fill,2e5929f5f-f935-9b1b-7200-fc2dfad26cb7,TFCCTF{338367084_barnegat lighthouse_07.09.2023_03:49_PM_131.0},TFCCTF{338367084_barnegat lighthouse_07.09.2023_03:49_PM_131.0}
0.0076,0.0076,1.0,SILVER ANGEL, ANGEL,wide glyph at index 1-2,316009550,CAN,TRAWLERS,PUBNICO,13,2,28,9.88,8.21,150.2,137.7,12.5,no,2023-09-11T10:00:19,trawler-slice,466132b3d-db14-32f1-28c2-6543e4bb5c1e,TFCCTF{316009550_pubnico_11.09.2023_10:00_AM_150.2},TFCCTF{316009550_pubnico_11.09.2023_10:00_AM_137.7}
0.0075,0.0343,0.22,YUEHUILAIYU43550,U43550,"wide glyph, wrong index, digits in tail",412466272,CHN,TRAWLERS,SHENQUAN,6,2,68,6.16,6.41,73.1,70.0,3.1,no,2023-09-06T06:09:41,trawler-slice,6f56f997e-ec17-7fe7-5633-70690d641326,TFCCTF{412466272_shenquan_06.09.2023_06:09_AM_73.1},TFCCTF{412466272_shenquan_06.09.2023_06:09_AM_70.0}
0.0075,0.0136,0.55,COSTA NEVES II CN, II CN,"wide glyph, wrong index",710462738,BRA,TRAWLERS,RIO GRANDE,13,1,82,11.93,7.4,163.5,149.2,14.3,no,2023-09-01T08:22:15,trawler-slice,ecca3b54c-cf93-8f4d-2f11-75bdad07b309,TFCCTF{710462738_rio grande_01.09.2023_08:22_AM_163.5},TFCCTF{710462738_rio grande_01.09.2023_08:22_AM_149.2}
0.0074,0.0074,1.0,501 TAE KWANG HO,ANG HO,wide glyph at index 1-2,440137010,KOR,FIXED_GEAR,ULSAN,18,4,39,5.79,8.33,89.3,85.4,3.9,no,2023-09-08T20:37:51,agent8-fill,2da08a4b3-3ef1-fe09-e3c3-8dd6eb9de0fe,TFCCTF{440137010_ulsan_08.09.2023_08:37_PM_89.3},TFCCTF{440137010_ulsan_08.09.2023_08:37_PM_85.4}
0.0074,0.0074,1.0,ARGENOVA X,NOVA X,wide glyph at index 1-2,701000950,ARG,TRAWLERS,PUERTO DESEADO,14,2,136,10.93,9.57,193.8,181.6,12.2,no,2023-09-02T14:43:24,trawler-slice,a665db779-9536-53d1-836d-0d1df7630434,TFCCTF{701000950_puerto deseado_02.09.2023_02:43_PM_193.8},TFCCTF{701000950_puerto deseado_02.09.2023_02:43_PM_181.6}
0.0072,0.0359,0.2,AL MURTAZA-- C-F-Z, C-F-Z,no wide glyph,422341827,IRN,DRIFTING_LONGLINES,CHABAHAR,1,1,10,12.73,6.97,164.2,149.5,14.7,no,2023-09-13T05:37:16,longline-slice,12e2dc45d-ddc3-60d3-4074-def67154892a,TFCCTF{422341827_chabahar_13.09.2023_05:37_AM_164.2},TFCCTF{422341827_chabahar_13.09.2023_05:37_AM_149.5}
0.0071,0.0354,0.2,FLOOR REEL,R REEL,no wide glyph,338485646,USA,POLE_AND_LINE,OCEAN CITY,16,2,3,6.9,9.98,127.6,126.9,0.7,no,2023-09-11T16:04:17,agent8-fill,5c5f533ae-e71f-763d-abc8-c6eac235f311,TFCCTF{338485646_ocean city_11.09.2023_04:04_PM_127.6},TFCCTF{338485646_ocean city_11.09.2023_04:04_PM_126.9}
0.0071,0.0071,1.0,JIN HORNG SHENG, SHENG,wide glyph at index 1-2,416009263,TWN,DRIFTING_LONGLINES,KAOHSIUNG,12,6,50,9.17,6.88,116.9,120.4,3.5,no,2023-09-07T17:06:20,longline-slice,ba3156398-8a6b-2b72-bc4c-b4a8ce892162,TFCCTF{416009263_kaohsiung_07.09.2023_05:06_PM_116.9},TFCCTF{416009263_kaohsiung_07.09.2023_05:06_PM_120.4}
0.007,0.007,1.0,ZAO FU CHANG, CHANG,wide glyph at index 1-2,416664500,TWN,DRIFTING_LONGLINES,DONGGANG,7,4,47,13.27,10.48,257.6,248.0,9.6,no,2023-09-28T04:02:33,longline-slice,1aa3fe18c-ce14-aff9-560d-6333ca2e622b,TFCCTF{416664500_donggang_28.09.2023_04:02_AM_257.6},TFCCTF{416664500_donggang_28.09.2023_04:02_AM_248.0}
0.007,0.0317,0.22,MINGXIAYU01536,U01536,"wide glyph, wrong index, digits in tail",412445072,CHN,SET_LONGLINES,NINGBO,3,3,80,8.33,6.13,94.6,91.7,2.9,no,2023-09-05T21:36:28,longline-slice,c789fa1dd-d7a5-526c-79bf-a9b63269cfc6,TFCCTF{412445072_ningbo_05.09.2023_09:36_PM_94.6},TFCCTF{412445072_ningbo_05.09.2023_09:36_PM_91.7}
0.007,0.0127,0.55,OTTER BANK F/V,NK F/V,"wide glyph, wrong index",228425700,FRA,TRAWLERS,TORSHAVN,12,2,41,4.38,10.76,87.2,80.0,7.2,no,2023-09-04T21:22:40,trawler-slice,b17b91951-1c99-a7ee-d930-86a4865e34f0,TFCCTF{228425700_torshavn_04.09.2023_09:22_PM_87.2},TFCCTF{228425700_torshavn_04.09.2023_09:22_PM_80.0}
0.0069,0.0313,0.22,YUEHUILAIYU43043,U43043,"wide glyph, wrong index, digits in tail",412466437,CHN,TRAWLERS,SHENQUAN,5,2,52,4.49,8.2,68.2,64.1,4.1,no,2023-09-06T05:11:28,trawler-slice,a512fa93d-d446-c45e-5cf2-66595ab6304a,TFCCTF{412466437_shenquan_06.09.2023_05:11_AM_68.2},TFCCTF{412466437_shenquan_06.09.2023_05:11_AM_64.1}
0.0069,0.0313,0.22,YUEFANYU33099,U33099,"wide glyph, wrong index, digits in tail",412538965,CHN,FISHING,SHENQUAN,4,2,39,5.07,6.68,62.7,58.0,4.7,no,2023-09-06T05:51:05,longline-slice,4fc04f16b-b44d-6728-c1f4-7f26165ace97,TFCCTF{412538965_shenquan_06.09.2023_05:51_AM_62.7},TFCCTF{412538965_shenquan_06.09.2023_05:51_AM_58.0}
0.0067,0.0167,0.4,HUAFENG881,ENG881,"wide glyph at index 1-2, digits in tail",701152000,ARG,TRAWLERS,PUERTO MADRYN,24,3,94,9.92,8.66,159.1,158.3,0.8,no,2023-09-03T08:22:01,trawler-slice,cdc06b30a-ac7e-25f4-0753-121dec2bc068,TFCCTF{701152000_puerto madryn_03.09.2023_08:22_AM_159.1},TFCCTF{701152000_puerto madryn_03.09.2023_08:22_AM_158.3}
0.0066,0.0826,0.08,YUAN JIA 1, JIA 1,"no wide glyph, digits in tail",412421129,CHN,FISHING,CALLAO,1,1,77,45.85,6.7,568.6,570.4,1.8,no,2023-09-11T23:26:30,longline-slice,b1024a821-11fa-d0c9-a19b-7fd00b283fb7,TFCCTF{412421129_callao_11.09.2023_11:26_PM_568.6},TFCCTF{412421129_callao_11.09.2023_11:26_PM_570.4}
0.0066,0.03,0.22,YUEHUILAIYU43715,U43715,"wide glyph, wrong index, digits in tail",412466446,CHN,TRAWLERS,SHENQUAN,8,2,42,5.86,6.95,75.4,72.4,3.0,no,2023-09-16T14:26:57,trawler-slice,8b233068f-f51d-45f4-704d-b14ff1b8daf7,TFCCTF{412466446_shenquan_16.09.2023_02:26_PM_75.4},TFCCTF{412466446_shenquan_16.09.2023_02:26_PM_72.4}
0.0065,0.0294,0.22,YUEHUILAIYU43202,U43202,"wide glyph, wrong index, digits in tail",412466386,CHN,NA,SHENQUAN,5,2,65,5.42,6.74,67.6,63.1,4.5,no,2023-09-06T06:13:58,agent8-fill,71b843cff-f299-73ed-4c39-fc58020e7a8e,TFCCTF{412466386_shenquan_06.09.2023_06:13_AM_67.6},TFCCTF{412466386_shenquan_06.09.2023_06:13_AM_63.1}
0.0064,0.0292,0.22,ZHEDAIYU17526,U17526,"wide glyph, wrong index, digits in tail",412427444,CHN,FISHING,SHANGHAI,4,2,26,7.81,8.84,127.7,122.5,5.2,no,2023-09-03T16:56:25,longline-slice,6aa3afddf-f4b5-d8ba-7552-df37e765a822,TFCCTF{412427444_shanghai_03.09.2023_04:56_PM_127.7},TFCCTF{412427444_shanghai_03.09.2023_04:56_PM_122.5}
0.0064,0.0161,0.4,SALMO 23,LMO 23,"wide glyph at index 1-2, digits in tail",710098030,BRA,FISHING,ANGRA DOS REIS,7,3,6,4.56,7.33,61.9,66.6,4.7,no,2023-09-06T16:24:49,longline-slice,1a7067b4d-dfcb-5226-229e-c35694ea3abf,TFCCTF{710098030_angra dos reis_06.09.2023_04:24_PM_61.9},TFCCTF{710098030_angra dos reis_06.09.2023_04:24_PM_66.6}
0.0063,0.0115,0.55,SANDOEYJENTA,YJENTA,"wide glyph, wrong index",257190140,NOR,SET_GILLNETS,MANDAL,29,4,30,5.35,7.01,69.5,70.1,0.6,no,2023-09-08T15:26:10,agent8-fill,0b43c0e1e-e920-3162-a80a-2f233addf5e4,TFCCTF{257190140_mandal_08.09.2023_03:26_PM_69.5},TFCCTF{257190140_mandal_08.09.2023_03:26_PM_70.1}
0.0063,0.0114,0.55,F/V CAP NO,CAP NO,"wide glyph, wrong index",228390000,FRA,SET_GILLNETS,ROSCOFF,22,2,50,5.77,7.23,77.4,72.8,4.6,no,2023-09-21T01:36:32,agent8-fill,a64825c52-22d9-1a94-3fd2-dc474ec897d5,TFCCTF{228390000_roscoff_21.09.2023_01:36_AM_77.4},TFCCTF{228390000_roscoff_21.09.2023_01:36_AM_72.8}
0.0062,0.0062,1.0,MFV DEBORAH,EBORAH,wide glyph at index 1-2,205162000,BEL,TRAWLERS,THYBORON,21,3,95,6.91,10.31,132.0,125.6,6.4,no,2023-09-01T15:03:41,trawler-slice,d8ef6bcc4-4a35-e37f-e90d-66fe318388ab,TFCCTF{205162000_thyboron_01.09.2023_03:03_PM_132.0},TFCCTF{205162000_thyboron_01.09.2023_03:03_PM_125.6}
0.0062,0.0284,0.22,YUEYANGDONGYU19189,U19189,"wide glyph, wrong index, digits in tail",412463668,CHN,FISHING,ZHUHAI,4,2,89,5.33,10.49,103.5,98.1,5.4,no,2023-09-04T22:32:41,longline-slice,0977f7e84-4479-d73d-6cb3-39f37bbaedbb,TFCCTF{412463668_zhuhai_04.09.2023_10:32_PM_103.5},TFCCTF{412463668_zhuhai_04.09.2023_10:32_PM_98.1}
0.0062,0.0281,0.22,YUEHUILAIYU41118,U41118,"wide glyph, wrong index, digits in tail",412466596,CHN,TRAWLERS,SHENQUAN,7,5,15,4.82,6.07,54.2,53.9,0.3,no,2023-09-06T05:31:29,trawler-slice,abe609d98-87ae-6a4e-2d6e-87144391d4d1,TFCCTF{412466596_shenquan_06.09.2023_05:31_AM_54.2},TFCCTF{412466596_shenquan_06.09.2023_05:31_AM_53.9}
0.006,0.0109,0.55,37BUGYUNG,UGYUNG,"wide glyph, wrong index",440126270,KOR,POLE_AND_LINE,SEOGWIPO,25,1,158,13.91,7.11,183.1,172.7,10.4,no,2023-09-01T10:59:42,agent8-fill,0a49ad5b7-7f31-3b8d-f593-6170a963ec3a,TFCCTF{440126270_seogwipo_01.09.2023_10:59_AM_183.1},TFCCTF{440126270_seogwipo_01.09.2023_10:59_AM_172.7}
0.0059,0.027,0.22,YUEHUILAIYU48151,U48151,"wide glyph, wrong index, digits in tail",412466614,CHN,TRAWLERS,SHENQUAN,8,3,55,4.08,7.28,55.0,56.7,1.7,no,2023-09-06T04:44:22,trawler-slice,adb4d308c-c124-6e54-8b8a-dfe29c07c50c,TFCCTF{412466614_shenquan_06.09.2023_04:44_AM_55.0},TFCCTF{412466614_shenquan_06.09.2023_04:44_AM_56.7}
0.0059,0.0059,1.0,BAQUEIRO,QUEIRO,wide glyph at index 1-2,224324000,ESP,TRAWLERS,CASTLETOWN BEARHAVEN,11,3,63,9.32,9.55,164.8,176.8,12.0,no,2023-09-04T09:19:06,trawler-slice,554cb8562-23c2-510a-0686-fd68d007a5c5,TFCCTF{224324000_castletown bearhaven_04.09.2023_09:19_AM_164.8},TFCCTF{224324000_castletown bearhaven_04.09.2023_09:19_AM_176.8}
0.0059,0.0147,0.4,RI CHUN NO.168,NO.168,"wide glyph at index 1-2, digits in tail",416001995,TWN,TRAWLERS,KEELUNG,10,2,9,5.19,8.95,86.0,79.1,6.9,no,2023-09-06T07:32:13,trawler-slice,e5b40643e-ec50-899e-c3bf-2c0f0717bcf4,TFCCTF{416001995_keelung_06.09.2023_07:32_AM_86.0},TFCCTF{416001995_keelung_06.09.2023_07:32_AM_79.1}
0.0058,0.1604,0.036,TAZIA 5,AZIA 5,"no wide glyph, digits in tail, too short to be cut",242051100,MAR,TRAWLERS,TANGIER,5,0,127,4.25,9.39,73.8,78.6,4.8,no,2023-09-01T04:46:10,trawler-slice,3ea51d566-60f2-94e3-4f83-63a3b7926f24,TFCCTF{242051100_tangier_01.09.2023_04:46_AM_73.8},TFCCTF{242051100_tangier_01.09.2023_04:46_AM_78.6}
0.0058,0.0265,0.22,YUEHUILAIYU43100,U43100,"wide glyph, wrong index, digits in tail",412466244,CHN,TRAWLERS,SHENQUAN,5,2,69,4.98,6.28,58.0,52.8,5.2,no,2023-09-05T18:21:56,trawler-slice,ddedb32d8-8365-4bf5-e687-25c717149a9b,TFCCTF{412466244_shenquan_05.09.2023_06:21_PM_58.0},TFCCTF{412466244_shenquan_05.09.2023_06:21_PM_52.8}
0.0057,0.0261,0.22,ZHEPUYU64349,U64349,"wide glyph, wrong index, digits in tail",412423317,CHN,TRAWLERS,NINGBO,6,2,82,5.96,6.61,73.0,68.3,4.7,no,2023-09-04T12:50:28,trawler-slice,a436f0ee2-2677-5c13-6fd7-b41614612c2c,TFCCTF{412423317_ningbo_04.09.2023_12:50_PM_73.0},TFCCTF{412423317_ningbo_04.09.2023_12:50_PM_68.3}
0.0056,0.0056,1.0,UK2 ADRIAANTJE,AANTJE,wide glyph at index 1-2,244381000,NLD,TRAWLERS,THYBORON,23,3,109,6.28,8.93,103.9,97.3,6.6,no,2023-09-04T10:52:02,trawler-slice,79a134942-2de5-dc8b-02a3-eef887e02c85,TFCCTF{244381000_thyboron_04.09.2023_10:52_AM_103.9},TFCCTF{244381000_thyboron_04.09.2023_10:52_AM_97.3}
0.0056,0.0101,0.55,EMERALD,MERALD,"wide glyph, wrong index",231872000,FRO,TRAWLERS,LEIRVIK,12,2,26,6.43,10.09,120.1,110.6,9.5,no,2023-09-12T19:21:01,agent8-fill,fe1a40438-8ba7-897b-b0e3-de6dac70455c,TFCCTF{231872000_leirvik_12.09.2023_07:21_PM_120.1},TFCCTF{231872000_leirvik_12.09.2023_07:21_PM_110.6}
0.0056,0.0056,1.0,F/V ARMOR II,MOR II,wide glyph at index 1-2,227926000,FRA,SET_GILLNETS,CASTLETOWN BEARHAVEN,16,3,62,6.9,8.97,114.6,105.2,9.4,no,2023-09-01T22:00:15,agent8-fill,e6a839a9c-ca92-7e71-2699-130463747b9a,TFCCTF{227926000_castletown bearhaven_01.09.2023_10:00_PM_114.6},TFCCTF{227926000_castletown bearhaven_01.09.2023_10:00_PM_105.2}
0.0056,0.0256,0.22,YUEYANGDONGYU14113,U14113,"wide glyph, wrong index, digits in tail",412463107,CHN,FISHING,ZHUHAI,4,2,52,5.88,7.34,79.9,73.7,6.2,no,2023-09-04T22:13:52,longline-slice,12f45ea05-5f9e-d051-9bcb-76f2511a7895,TFCCTF{412463107_zhuhai_04.09.2023_10:13_PM_79.9},TFCCTF{412463107_zhuhai_04.09.2023_10:13_PM_73.7}
0.0056,0.0254,0.22,YUEHUILAIYU43266,U43266,"wide glyph, wrong index, digits in tail",412466459,CHN,NA,SHENQUAN,6,2,64,5.09,6.23,58.8,53.9,4.9,no,2023-09-05T17:51:24,agent8-fill,f101f73b4-4cfa-c253-ef2c-8f64d5fbabb4,TFCCTF{412466459_shenquan_05.09.2023_05:51_PM_58.8},TFCCTF{412466459_shenquan_05.09.2023_05:51_PM_53.9}
0.0054,0.0121,0.45,BODIL,BODIL,"wide glyph at index 1-2, too short to be cut",235078256,GBR,FIXED_GEAR,THYBORON,24,2,16,5.97,8.41,93.0,89.2,3.8,no,2023-09-01T06:48:06,agent8-fill,203c13a98-8c67-36c2-af13-c990379a2f5d,TFCCTF{235078256_thyboron_01.09.2023_06:48_AM_93.0},TFCCTF{235078256_thyboron_01.09.2023_06:48_AM_89.2}
0.0054,0.1489,0.036,51788,51788,"no wide glyph, digits in tail, too short to be cut",416956739,TWN,TRAWLERS,SHIDAO,7,0,55,6.21,7.22,83.0,78.8,4.2,no,2023-09-01T14:01:31,trawler-slice,f118a3d09-9a2f-fad9-99fd-2785df33e65f,TFCCTF{416956739_shidao_01.09.2023_02:01_PM_83.0},TFCCTF{416956739_shidao_01.09.2023_02:01_PM_78.8}
