score,geartype,name,mmsi,flag,port,km,gfw_nearest_km,kn,gap_h,depart_utc,fish_utc,n_port,n_fish,vessel_id,flag_guess
0.424,TRAWLERS,ZHERUIYU12154,412431489,CHN,ruian,287.3,179.7,7.5,20.7,2023-09-16T03:35:26.000Z,2023-09-17T00:15:35.000Z,,,058c6a68a-a780-38ab-3bfe-9b9ffb99ccfa,TFCCTF{412431489_ruian_17.09.2023_12:15_AM_287.3}
0.423,FIXED_GEAR,ZHEXIANGYU40102,412439551,CHN,lusi,294.4,160.5,8.0,19.9,2023-09-04T04:23:10.000Z,2023-09-05T00:16:57.000Z,,,7b7e74c78-80d1-bbdb-1784-8472c2cf1470,TFCCTF{412439551_lusi_05.09.2023_12:16_AM_294.4}
0.423,TRAWLERS,ZHERUIYU12285,412414768,CHN,ruian,303.3,190.4,7.5,21.9,2023-09-16T03:55:05.000Z,2023-09-17T01:47:45.000Z,,,9064e1408-8346-ac78-e6a7-d25ba640a4d8,TFCCTF{412414768_ruian_17.09.2023_01:47_AM_303.3}
0.423,FISHING,ZHELONGGANGYUYU02888,412416036,CHN,aojiang,256.7,171.1,7.3,19.0,2023-09-05T16:56:39.000Z,2023-09-06T11:55:24.000Z,,,0bb8f0b9b-b7c7-9c94-40ee-f68a46122ed5,TFCCTF{412416036_aojiang_06.09.2023_11:55_AM_256.7}
0.422,TRAWLERS,ZHELINGYU23469,412419481,CHN,taizhou,560.7,251.5,9.0,33.6,2023-09-16T08:07:29.000Z,2023-09-17T17:42:27.000Z,,,0991ad6d8-885b-4634-f3d4-de94716ae7ac,TFCCTF{412419481_taizhou_17.09.2023_05:42_PM_560.7}
0.422,FISHING,ZHEDAIYU06355,412425334,CHN,shengsi,173.3,104.9,10.3,9.1,2023-09-03T10:20:34.000Z,2023-09-03T19:27:43.000Z,,,4d461b744-4a6c-cfe2-cfc6-d8823c321b2d,TFCCTF{412425334_shengsi_03.09.2023_07:27_PM_173.3}
0.421,OTHER_PURSE_SEINES,WAFA 5,654080125,MRT,cansado,188.1,128.9,7.7,13.2,2023-09-02T13:50:55.000Z,2023-09-03T03:04:01.000Z,,,2d9814a08-86ca-5e32-c80e-f78cb09a5356,TFCCTF{654080125_cansado_03.09.2023_03:04_AM_188.1}
0.42,FISHING,HAIFENG28802,412419439,CHN,zhoushan,291.9,246.2,6.7,23.7,2023-09-04T01:20:13.000Z,2023-09-05T00:59:48.000Z,,,1ed0ce62f-fc6f-0a31-998c-c952eb5e166f,TFCCTF{412419439_zhoushan_05.09.2023_12:59_AM_291.9}
0.42,TRAWLERS,96042,512235636,NZL,taizhou,439.9,236.5,8.0,29.6,2023-09-04T04:16:06.000Z,2023-09-05T09:54:28.000Z,,,6ae3920ca-a4d2-e5ba-ccf6-533db1c9a394,TFCCTF{512235636_taizhou_05.09.2023_09:54_AM_439.9}
0.42,TRAWLERS,YUEHUILAIYU43358,412466397,CHN,shenquan,73.6,68.8,9.4,4.2,2023-09-06T00:37:13.000Z,2023-09-06T04:49:42.000Z,,,55b79e9cc-c843-eb5b-087e-edf887133ffc,TFCCTF{412466397_shenquan_06.09.2023_04:49_AM_73.6}
0.42,TRAWLERS,MINXIAYU09816,412442814,CHN,taizhou,413.0,188.2,8.9,25.2,2023-09-04T09:20:17.000Z,2023-09-05T10:30:22.000Z,,,3eefb6cd7-7c48-95a1-4aa0-544e88759381,TFCCTF{412442814_taizhou_05.09.2023_10:30_AM_413.0}
0.42,TRAWLERS,ZHELINGYU74037,412416967,CHN,taizhou,432.0,234.0,8.0,29.2,2023-09-16T08:35:13.000Z,2023-09-17T13:48:24.000Z,,,20086e97c-c46c-0106-a74b-dbec6d9f6314,TFCCTF{412416967_taizhou_17.09.2023_01:48_PM_432.0}
0.42,DRIFTING_LONGLINES,EMIBRUPA,263410840,PRT,peniche,152.2,142.6,6.5,12.6,2023-09-01T10:10:19.000Z,2023-09-01T22:45:21.000Z,,,9c93da6e6-667c-8a2f-7bcb-e57e6de1c465,TFCCTF{263410840_peniche_01.09.2023_10:45_PM_152.2}
0.419,INCONCLUSIVE,MENG XIN21,412209171,CHN,conakry,111.9,102.0,7.5,8.1,2023-09-26T00:21:06.000Z,2023-09-26T08:24:34.000Z,,,49c3327bb-b074-999f-27a8-13501eeff271,TFCCTF{412209171_conakry_26.09.2023_08:24_AM_111.9}
0.419,TRAWLERS,ARGENOVA VI,701000687,ARG,bahia blanca,502.2,264.4,8.1,33.5,2023-09-01T22:52:51.000Z,2023-09-03T08:23:43.000Z,,,b5f93d7c5-5865-d5a3-60f8-bf7df6296de0,TFCCTF{701000687_bahia blanca_03.09.2023_08:23_AM_502.2}
0.419,DRIFTING_LONGLINES,IMULA 0726 CHW,417072632,LKA,colombo,80.6,75.5,11.4,3.8,2023-09-07T16:45:36.000Z,2023-09-07T20:35:24.000Z,,,78695d0a1-1662-161f-2674-5994e0b8d11b,TFCCTF{417072632_colombo_07.09.2023_08:35_PM_80.6}
0.419,DRIFTING_LONGLINES,MARIA CLARA,710019030,BRA,natal,167.0,151.9,6.5,13.9,2023-09-21T23:03:48.000Z,2023-09-22T12:59:11.000Z,,,93b26fca7-7742-42dd-758c-11c562a91f04,TFCCTF{710019030_natal_22.09.2023_12:59_PM_167.0}
0.419,DRIFTING_LONGLINES,HASEEB,422700335,IRN,chabahar,145.5,161.9,6.5,12.1,2023-09-17T16:20:14.000Z,2023-09-18T04:24:49.000Z,,,b55a90875-5962-4b79-b3fe-4b207337de75,TFCCTF{422700335_chabahar_18.09.2023_04:24_AM_145.5}
0.418,TRAWLERS,ZHEDINGY14245,901142454,,zhoushan,377.3,281.5,7.0,29.3,2023-09-04T08:38:35.000Z,2023-09-05T13:55:34.000Z,,,803603410-0e5f-97d1-96db-c3c61354670b,TFCCTF{901142454_zhoushan_05.09.2023_01:55_PM_377.3}
0.418,FISHING,LULANYU61121,412322844,CHN,lanshan,276.8,145.1,8.2,18.1,2023-09-01T04:28:53.000Z,2023-09-01T22:36:54.000Z,,,276c12ab1-1c4f-8124-38f5-a03923f09810,TFCCTF{412322844_lanshan_01.09.2023_10:36_PM_276.8}
0.418,TRAWLERS,ZHELONGGANGYU02868,412415468,CHN,aojiang,323.3,176.0,7.9,22.0,2023-09-05T16:21:48.000Z,2023-09-06T14:20:05.000Z,,,aaa2fc063-30f1-3471-19ac-6cbef6da347c,TFCCTF{412415468_aojiang_06.09.2023_02:20_PM_323.3}
0.418,FISHING,ZHELINGYUYUN31015,412419577,CHN,taizhou,337.2,290.0,6.6,27.6,2023-09-08T09:11:12.000Z,2023-09-09T12:45:54.000Z,,,4c0245300-0ff2-3bfe-707b-7db0fca924b4,TFCCTF{412419577_taizhou_09.09.2023_12:45_PM_337.2}
0.418,OTHER_PURSE_SEINES,SOFIA FABIO,247306530,ITA,porto empedocle,73.4,74.2,8.4,4.7,2023-09-08T23:14:47.000Z,2023-09-09T03:57:17.000Z,,,2f1425c80-0e43-4e49-56ae-7e5d60d12cc6,TFCCTF{247306530_porto empedocle_09.09.2023_03:57_AM_73.4}
0.418,TRAWLERS,ZHELINGYU29817,412416708,CHN,taizhou,277.5,163.5,7.7,19.6,2023-09-04T09:41:16.000Z,2023-09-05T05:16:00.000Z,,,96bb9ade9-9a31-b6bd-d7f4-93768b2d6b1a,TFCCTF{412416708_taizhou_05.09.2023_05:16_AM_277.5}
0.417,FISHING,MINFUDINGYU06161,412445412,CHN,zhoushan,401.5,167.6,10.1,21.5,2023-09-13T10:50:48.000Z,2023-09-14T08:18:48.000Z,,,5e831a529-97ca-3feb-74f7-9ea18e37e069,TFCCTF{412445412_zhoushan_14.09.2023_08:18_AM_401.5}
0.417,DRIFTING_LONGLINES,PONPON,416009834,TWN,suao,197.9,140.7,7.3,14.7,2023-09-06T22:58:47.000Z,2023-09-07T13:41:59.000Z,,,420ecb07d-dcc3-9a8a-74cb-3753969d1dde,TFCCTF{416009834_suao_07.09.2023_01:41_PM_197.9}
0.417,TROLLERS,FV KARLEE,367307820,USA,neah bay,62.6,71.1,9.9,3.4,2023-09-15T14:15:42.000Z,2023-09-15T17:39:30.000Z,,,3a8fdf39d-d49e-140f-5945-1d2339d1a0fe,TFCCTF{367307820_neah bay_15.09.2023_05:39_PM_62.6}
0.417,TRAWLERS,HONYUN00066,412441745,CHN,jiayang,122.8,88.7,9.4,7.1,2023-09-05T09:30:25.000Z,2023-09-05T16:34:23.000Z,,,45a7bd3e8-8edd-4bc3-bec0-48c2c2f4a1fb,TFCCTF{412441745_jiayang_05.09.2023_04:34_PM_122.8}
0.417,FISHING,ZHEDINGYU03160,412424729,CHN,zhoushan,221.7,134.9,7.9,15.1,2023-09-05T10:21:55.000Z,2023-09-06T01:29:36.000Z,,,10840ae0e-e77d-2fd4-e826-a11380222bf6,TFCCTF{412424729_zhoushan_06.09.2023_01:29_AM_221.7}
0.416,TRAWLERS,ZHEDINGYU14245,412424569,CHN,zhoushan,373.8,282.7,6.9,29.2,2023-09-04T08:29:43.000Z,2023-09-05T13:42:39.000Z,,,9794f08e9-9f8b-5e18-1dd6-ac3c43792696,TFCCTF{412424569_zhoushan_05.09.2023_01:42_PM_373.8}
0.415,FISHING,ZHESANYU25999,412411353,CHN,gouqi island,116.1,86.2,10.7,5.9,2023-09-03T06:34:04.000Z,2023-09-03T12:26:48.000Z,,,ac7a71a6d-d443-2090-8e3a-691210d99746,TFCCTF{412411353_gouqi island_03.09.2023_12:26_PM_116.1}
0.415,TRAWLERS,LULANYU60057,412325993,CHN,lanshan,272.4,144.0,8.2,17.9,2023-09-01T04:42:55.000Z,2023-09-01T22:38:03.000Z,,,239e24258-8dcc-d143-0333-12b0600df1fe,TFCCTF{412325993_lanshan_01.09.2023_10:38_PM_272.4}
0.415,TRAWLERS,ZHELINGYU 69156,412418443,CHN,songmen,366.7,279.1,6.9,28.8,2023-09-16T04:43:48.000Z,2023-09-17T09:30:07.000Z,,,1c07e7b94-4f9e-bae7-7e74-e1c70dc3405e,TFCCTF{412418443_songmen_17.09.2023_09:30_AM_366.7}
0.414,FISHING,LU DONG GANG 2906,412322747,CHN,lanshan,280.1,140.8,8.6,17.7,2023-09-01T04:44:05.000Z,2023-09-01T22:24:54.000Z,,,384cf512d-d232-3bb8-3b73-5dff38a02092,TFCCTF{412322747_lanshan_01.09.2023_10:24_PM_280.1}
0.414,TRAWLERS,ZHELINGYU74012,412416563,CHN,taizhou,437.1,234.0,8.0,29.6,2023-09-16T07:52:39.000Z,2023-09-17T13:28:59.000Z,,,21ac8816c-c5ef-ba70-379b-ba2a8e61e539,TFCCTF{412416563_taizhou_17.09.2023_01:28_PM_437.1}
0.413,FISHING,LUDONGGANGYU61379,412322388,CHN,rizhao,265.7,137.0,8.6,16.8,2023-09-01T04:50:17.000Z,2023-09-01T21:36:37.000Z,,,a67cbf9d4-48da-0d74-61e7-87dc6c5716e5,TFCCTF{412322388_rizhao_01.09.2023_09:36_PM_265.7}
0.413,TRAWLERS,GUIHEYU83018,412503129,CHN,yangjiang,114.6,85.2,9.4,6.6,2023-09-05T04:29:14.000Z,2023-09-05T11:04:01.000Z,,,91d147cd8-8729-8e16-8a17-a5132694601e,TFCCTF{412503129_yangjiang_05.09.2023_11:04_AM_114.6}
0.413,FISHING,ZHESANYUYUN80588,412411347,CHN,zhoushan,264.7,134.5,8.7,16.3,2023-09-06T06:07:38.000Z,2023-09-06T22:28:07.000Z,,,35cfbd718-88ca-ef15-583c-24eac0c52e06,TFCCTF{412411347_zhoushan_06.09.2023_10:28_PM_264.7}
0.413,TRAWLERS,ZHEXIANGYU28037,412437625,CHN,shipu,249.0,176.0,12.9,10.4,2023-09-16T14:21:46.000Z,2023-09-17T00:45:22.000Z,,,60ee56bf8-8cf4-c4b9-a48f-7accf33ae213,TFCCTF{412437625_shipu_17.09.2023_12:45_AM_249.0}
0.412,TRAWLERS,ZHELINGYU95069,412418211,CHN,taizhou,398.9,225.2,7.8,27.8,2023-09-04T03:45:00.000Z,2023-09-05T07:30:28.000Z,,,a36db8503-3409-a100-d174-fb7f3a45b998,TFCCTF{412418211_taizhou_05.09.2023_07:30_AM_398.9}
0.412,TRAWLERS,ZHE LING YU 69215,412418997,CHN,taizhou,436.6,228.9,8.0,29.3,2023-09-16T07:42:25.000Z,2023-09-17T13:01:33.000Z,,,6800d3fbe-efe2-4100-b376-a34c36f194f2,TFCCTF{412418997_taizhou_17.09.2023_01:01_PM_436.6}
0.412,TRAWLERS,LUDONGGANGYU61590,412321948,CHN,rizhao,264.4,128.9,10.5,13.6,2023-09-01T07:06:42.000Z,2023-09-01T20:42:14.000Z,,,293684d59-978f-bacf-eb52-a789bdeb9710,TFCCTF{412321948_rizhao_01.09.2023_08:42_PM_264.4}
0.412,TRAWLERS,ZHELINGYU23555,412417488,CHN,taizhou,517.1,291.1,7.8,36.0,2023-09-16T08:49:07.000Z,2023-09-17T20:46:19.000Z,,,2177e5c60-052d-4ba7-3c9b-e6ef1264e8c5,TFCCTF{412417488_taizhou_17.09.2023_08:46_PM_517.1}
0.412,FISHING,LLV GEMMA,273514800,RUS,murmansk,147.7,96.0,10.4,7.7,2023-09-15T21:21:14.000Z,2023-09-16T05:02:52.000Z,,,22cb5a4ba-a3df-95d8-f310-0f832e1d6446,TFCCTF{273514800_murmansk_16.09.2023_05:02_AM_147.7}
0.412,TRAWLERS,ZHELINGYU23811,412417258,CHN,taizhou,395.9,253.2,7.3,29.1,2023-09-04T02:06:34.000Z,2023-09-05T07:12:20.000Z,,,8de260e57-7384-6c3a-74e9-f3b2343c0967,TFCCTF{412417258_taizhou_05.09.2023_07:12_AM_395.9}
0.412,POLE_AND_LINE,PROTETTORE,338254824,USA,ruby island,65.0,67.3,10.9,3.2,2023-09-07T13:40:15.000Z,2023-09-07T16:53:17.000Z,,,2ba6a5170-06b6-1d04-adbc-57eba860dab3,TFCCTF{338254824_ruby island_07.09.2023_04:53_PM_65.0}
0.412,TRAWLERS,ZHELINGYU26916,412418727,CHN,taizhou,338.2,165.7,8.3,21.9,2023-09-16T04:00:05.000Z,2023-09-17T01:55:29.000Z,,,0fec4a27d-db1d-a18a-8001-62004fe6820e,TFCCTF{412418727_taizhou_17.09.2023_01:55_AM_338.2}
0.411,DRIFTING_LONGLINES,SANT TUDY,660006400,REU,reunion,100.6,99.3,7.3,7.5,2023-09-04T09:05:48.000Z,2023-09-04T16:33:52.000Z,,,8f3701a72-2d17-7a8d-cbd3-1e1bbd1c514b,TFCCTF{660006400_reunion_04.09.2023_04:33_PM_100.6}
0.411,FISHING,MINLIANYU68572,412444979,CHN,zhoushan,207.7,116.8,11.0,10.2,2023-09-09T12:59:43.000Z,2023-09-09T23:11:04.000Z,,,570fabc9e-e270-fac0-9f53-dfd1fd281242,TFCCTF{412444979_zhoushan_09.09.2023_11:11_PM_207.7}
0.411,TRAWLERS,MINFUDINGYU07969,412450094,CHN,taizhou,422.6,191.9,8.7,26.1,2023-09-04T07:34:42.000Z,2023-09-05T09:42:15.000Z,,,50dfc46db-b6c1-5bd8-3260-e5735e6382f8,TFCCTF{412450094_taizhou_05.09.2023_09:42_AM_422.6}
0.411,SET_LONGLINES,SUHAIMENYU01777,412353279,CHN,lusi,258.3,169.8,12.7,10.9,2023-09-15T14:10:17.000Z,2023-09-16T01:07:03.000Z,,,6d4838e06-603b-a665-fd19-5615b211df03,TFCCTF{412353279_lusi_16.09.2023_01:07_AM_258.3}
0.41,FISHING,ZHEDAIYU11596,412427149,CHN,zhoushan,357.7,292.4,6.7,28.9,2023-09-03T05:22:01.000Z,2023-09-04T10:17:05.000Z,,,a93e97bef-f697-cd3c-4249-d70a7bb18c65,TFCCTF{412427149_zhoushan_04.09.2023_10:17_AM_357.7}
0.41,FISHING,ZHELINGYU91085,412419037,CHN,taizhou,195.2,116.4,8.6,12.2,2023-09-04T04:22:36.000Z,2023-09-04T16:36:34.000Z,,,4a3ecf232-29e3-9e71-f537-99106907b7b8,TFCCTF{412419037_taizhou_04.09.2023_04:36_PM_195.2}
0.41,DRIFTING_LONGLINES,SWORD STALKER,316048809,CAN,pubnico,339.3,230.5,7.2,25.6,2023-09-06T22:56:55.000Z,2023-09-08T00:32:23.000Z,,,9bd04a3b1-1419-67ae-1ebb-b503ab975ef1,TFCCTF{316048809_pubnico_08.09.2023_12:32_AM_339.3}
0.41,TRAWLERS,ZHELINGYU22899,412418205,CHN,taizhou,507.6,322.4,7.4,37.3,2023-09-16T09:06:30.000Z,2023-09-17T22:22:53.000Z,,,75aeca91e-e38a-ee0b-ac68-2a07ef539e74,TFCCTF{412418205_taizhou_17.09.2023_10:22_PM_507.6}
0.41,TRAWLERS,LULANYU60167,412322455,CHN,lanshan,283.3,143.0,8.4,18.2,2023-09-01T04:16:39.000Z,2023-09-01T22:29:02.000Z,,,3e33af4d8-8d62-294b-af82-3b2e03e26acc,TFCCTF{412322455_lanshan_01.09.2023_10:29_PM_283.3}
0.41,TRAWLERS,ZHELINGYU28879,412417865,CHN,taizhou,114.5,99.3,7.7,8.1,2023-09-04T01:31:30.000Z,2023-09-04T09:34:45.000Z,,,427ac036e-eeec-d00a-92b4-3c80fc8b5b07,TFCCTF{412417865_taizhou_04.09.2023_09:34_AM_114.5}
0.409,FISHING,YUENANAOYU36052,412475721,CHN,qushan,326.9,164.4,8.2,21.6,2023-09-24T09:08:15.000Z,2023-09-25T06:42:06.000Z,,,17bb9a1fc-c877-f046-95c4-8db0f0e096bc,TFCCTF{412475721_qushan_25.09.2023_06:42_AM_326.9}
0.409,FIXED_GEAR,ZHEXIANGYU49425,412439883,CHN,ningbo,406.5,186.4,8.6,25.4,2023-09-04T06:02:38.000Z,2023-09-05T07:26:26.000Z,,,1c4fb6600-0efe-abf1-121d-8f5e38dd5e8e,TFCCTF{412439883_ningbo_05.09.2023_07:26_AM_406.5}
0.408,FIXED_GEAR,NAA MII GE NO.1,416004703,TWN,keelung,88.0,73.9,10.5,4.5,2023-09-24T17:30:14.000Z,2023-09-24T22:02:45.000Z,,,8ecf35096-609f-e2c9-080c-f231529334a4,TFCCTF{416004703_keelung_24.09.2023_10:02_PM_88.0}
0.408,TRAWLERS,ZHELINGYU26868,412419368,CHN,taizhou,401.0,211.6,12.0,18.0,2023-09-04T02:58:44.000Z,2023-09-04T20:58:27.000Z,,,891ffa396-686c-c2da-f876-f6a0207109d1,TFCCTF{412419368_taizhou_04.09.2023_08:58_PM_401.0}
0.408,TRAWLERS,ZHEYUYU82168,412414735,CHN,taizhou,245.8,202.9,6.6,20.0,2023-09-16T04:20:44.000Z,2023-09-17T00:19:55.000Z,,,4508e5ce1-1dd9-39a0-d054-a7d8f8ee3ed6,TFCCTF{412414735_taizhou_17.09.2023_12:19_AM_245.8}
0.408,FIXED_GEAR,MINFUDINGYUYUN 08998,412443274,CHN,diashan,221.4,123.6,8.6,13.9,2023-09-03T05:02:40.000Z,2023-09-03T18:55:35.000Z,,,106eb233b-b944-45c1-6798-f230083a5e6f,TFCCTF{412443274_diashan_03.09.2023_06:55_PM_221.4}
0.407,DRIFTING_LONGLINES,ESBJORN,503798900,AUS,mooloolaba,383.2,231.7,7.5,27.6,2023-09-01T00:00:04.000Z,2023-09-02T03:38:20.000Z,,,4e9fdef19-9b50-8fca-5f12-213b26c3507f,TFCCTF{503798900_mooloolaba_02.09.2023_03:38_AM_383.2}
